COUNTRY,ADMIN1,MONTH,total_events,total_fatalities,label,rainfall_mm,drought_index,temp_celsius,poverty_rate,literacy_rate,infrastructure_score,past_conflicts_3mo
Burundi,Bujumbura Mairie,2006-07,1,0,0,48.46979198546561,1.7471255634689404,30.009411009916697,0.5625549366709424,0.6770945783585324,0.8894834584777238,0
Burundi,Bujumbura Mairie,2006-09,1,0,0,8.179154157101806,3.5259448945867735,27.695378287877773,0.350439158930441,0.8032746553457468,0.5496765998616318,0
Burundi,Bujumbura Mairie,2006-12,1,1,1,49.075111034950346,2.686788746134386,30.336804879105323,0.3361954764744022,0.5502018384274429,0.6017589407724904,6
Burundi,Bujumbura Mairie,2007-01,1,0,0,67.83608010805094,2.3462247293526985,23.82144424591747,0.3958883127872517,0.8706029680308154,0.8249204019818939,3
Burundi,Bujumbura Mairie,2007-02,1,21,1,30.421768624517426,2.5566227183056323,26.023637013284983,0.20599833953133784,0.5135235319368618,0.46151838781034993,2
Burundi,Bujumbura Mairie,2007-05,1,1,1,63.667198395583114,3.1817406263352828,28.187414822190625,0.68457033008064,0.5168548642918225,0.41348557963592253,0
Burundi,Bujumbura Mairie,2007-06,2,0,0,59.69380301654009,3.3000130228729976,26.608755519548666,0.4661655556793491,0.5218343120852094,0.3797461638515828,1
Burundi,Bujumbura Mairie,2007-11,1,5,1,71.58582999202177,1.4447890957035858,26.25953000857033,0.5867469469364801,0.5413632643853931,0.8869513279102346,1
Burundi,Bujumbura Mairie,2008-04,1,0,0,62.39160736828306,0.7037168169557662,23.398068803036715,0.3289261111889391,0.6947326575543644,0.4622155413255423,2
Burundi,Bujumbura Mairie,2008-05,2,50,1,40.538621182368885,0.7831709059525938,20.755975834071865,0.5733090658168127,0.8153105768459874,0.7544366998971013,3
Burundi,Bujumbura Mairie,2008-06,1,0,0,83.93143003328983,3.1969544295150083,29.45359927484891,0.48358525113906764,0.6139791325825324,0.5698002926873027,0
Burundi,Bujumbura Mairie,2008-07,1,0,0,56.8294085394606,4.36436642883563,27.729664719756677,0.41207208688975117,0.7983107286774382,0.4443452248227565,2
Burundi,Bujumbura Mairie,2008-08,2,0,0,59.45390920980136,2.047481391727759,29.705995134630278,0.685334613098231,0.8096243899074094,0.8480002797641839,4
Burundi,Bujumbura Mairie,2008-11,1,0,0,41.33464081853608,0.8476008016473119,25.68829217352488,0.44692185707320287,0.8633109319407029,0.5782845010458675,3
Burundi,Bujumbura Mairie,2009-01,1,26,1,51.134354976169796,3.783012491469273,24.861666345517218,0.5287292909448384,0.5597407680591072,0.6395732362914586,0
Burundi,Bujumbura Mairie,2009-02,1,1,1,42.30394571946198,4.162447372097243,27.0196438999099,0.20767109574493986,0.5542138036137372,0.43349609011441503,2
Burundi,Bujumbura Mairie,2009-03,1,0,0,56.54107880153154,4.402912215604832,29.56259894583845,0.35072760324932417,0.5488380222136472,0.49449138759892797,4
Burundi,Bujumbura Mairie,2009-04,1,0,0,94.23416960284686,3.034157144568666,26.305643355037038,0.6443457830800332,0.6437242436216495,0.7486125323422224,1
Burundi,Bujumbura Mairie,2009-06,2,1,1,32.56197714137287,4.303642796940423,29.40535555298546,0.5794795305580094,0.6957650656767919,0.5058268635983916,0
Burundi,Bujumbura Mairie,2009-09,1,1,1,27.72877204246518,0.07707479224203839,23.98107598322074,0.46837701808782484,0.6846437420062468,0.6035751300094077,0
Burundi,Bujumbura Mairie,2009-12,1,0,0,89.42340654987217,0.5361790088476176,26.515658600490397,0.6500798535566427,0.6028194925599178,0.36861328630824125,1
Burundi,Bujumbura Mairie,2010-02,1,2,1,55.81352645696268,0.46288033526049377,26.789657567765907,0.4431102566037779,0.7487918501853998,0.810039876992066,3
Burundi,Bujumbura Mairie,2010-05,1,0,0,46.61854522680167,3.563023421273665,30.67916983176576,0.48325353209388777,0.6353094522802176,0.7425489788443678,1
Burundi,Bujumbura Mairie,2010-06,2,1,1,80.79809374792153,0.3479089177178951,27.622882194047726,0.3910764235987728,0.646433195231808,0.7564469123948203,3
Burundi,Bujumbura Mairie,2010-08,2,0,0,47.88768920526272,2.481821862331535,32.238232554882586,0.5100200183614421,0.5422120251210371,0.4069111188372308,3
Burundi,Bujumbura Mairie,2010-12,2,0,0,96.52019427093873,2.3635344931814455,22.956945600157553,0.35950076546043686,0.7368925340364303,0.5970936916583992,0
Burundi,Bujumbura Rural,1997-01,1,8,1,73.55851742678539,1.5535176177912047,27.38975671323384,0.39274608877117856,0.7621121500913165,0.31652476719448686,1
Burundi,Bujumbura Rural,1997-02,1,30,1,50.24177183708595,4.352025849710499,27.538194117541337,0.6831631316036343,0.8031800881846369,0.48905344667892364,1
Burundi,Bujumbura Rural,1997-08,1,1,1,103.14616426531006,0.85216600939998,28.8602795927606,0.2556543398997951,0.8616036852508708,0.5088117124601557,2
Burundi,Bujumbura Rural,1997-11,1,5,1,47.88570153993323,1.7623139219961992,24.559920190653326,0.2526276726230205,0.8064017822628065,0.8482141041220497,1
Burundi,Bujumbura Rural,1997-12,1,1,1,74.84190744018613,3.8708575001146457,32.053339018232506,0.22165800972750788,0.5942974664600273,0.8956696793588295,0
Burundi,Bujumbura Rural,1998-01,2,100,1,65.98585160812983,0.15211157196642122,27.038891824415277,0.3600222598801338,0.5942620637857479,0.6706475409299035,2
Burundi,Bujumbura Rural,1998-03,1,0,0,86.03482578797596,3.3647520012318433,23.738797461195247,0.39911462123396213,0.8660348782247588,0.6100612506319947,4
Burundi,Bujumbura Rural,1998-07,1,7,1,91.23022393453705,4.081988631807853,26.951925028759145,0.24725782203477314,0.8160534277660692,0.5640533605629636,3
Burundi,Bujumbura Rural,1998-11,1,26,1,60.64008298131533,4.661339194190836,26.060515431359658,0.47456549768341477,0.812898572124362,0.31097774243095067,3
Burundi,Bujumbura Rural,1998-12,2,25,1,44.93164259307633,4.381483202457424,35.34970542674199,0.4916507645274345,0.7878854640442143,0.7800699277457167,2
Burundi,Bujumbura Rural,1999-02,1,0,0,69.19944285878233,1.596920584168426,30.14983079857504,0.575513346806664,0.6068807965015125,0.7030955064681802,3
Burundi,Bujumbura Rural,1999-03,1,7,1,46.44569260495788,2.931820706614763,27.14898406712465,0.6879840583079007,0.8389641369628182,0.6895714501160441,3
Burundi,Bujumbura Rural,1999-04,2,8,1,100.26774495053246,0.38646746575232926,26.664249944402385,0.5096761236461997,0.5571538712320504,0.7854260334191002,2
Burundi,Bujumbura Rural,1999-05,1,6,1,62.73070662165475,1.289350017740043,29.853170587444396,0.2558254033404727,0.6400070437191614,0.8568325209574634,1
Burundi,Bujumbura Rural,1999-07,2,2,1,52.69356897375783,0.4711118937375369,29.996586480984643,0.2442621216228914,0.6385898159745718,0.5337180113419958,1
Burundi,Bujumbura Rural,1999-09,1,6,1,63.69360611729817,1.5759364507698193,18.265350242038053,0.5887734318251856,0.7240528566832138,0.555841738089287,2
Burundi,Bujumbura Rural,1999-10,2,479,1,33.05747420940607,4.375936067293645,28.9289794642,0.5251670642679633,0.685377422398231,0.8850833940983005,1
Burundi,Bujumbura Rural,1999-11,1,9,1,40.567719229786974,1.7358341983714631,27.08389963193588,0.2809571973532809,0.6839232532399482,0.698654910621909,3
Burundi,Bujumbura Rural,1999-12,1,22,1,84.00827815888852,2.809490515007132,23.06656853463907,0.326679986341767,0.7214289725118367,0.8108106424233668,2
Burundi,Bujumbura Rural,2000-01,9,217,1,46.862114420572084,2.166904240574704,29.64064241887253,0.5751201936462591,0.6661673819648515,0.4329417231622654,2
Burundi,Bujumbura Rural,2000-02,4,11,1,39.0617803463612,2.2945826214936766,33.738564040674795,0.4830778909028232,0.5999932925270942,0.4902451145975728,2
Burundi,Bujumbura Rural,2000-03,6,42,1,70.73305505054572,4.8478602591827915,28.670387840483343,0.49250003125126945,0.765648287106935,0.5349631363171576,2
Burundi,Bujumbura Rural,2000-04,5,16,1,83.71408309325994,1.4807723413192897,30.301285326770593,0.3050043356439548,0.8162533515353609,0.4901598676606405,1
Burundi,Bujumbura Rural,2000-05,8,118,1,74.37906621330134,3.1366223476158566,32.412357275893214,0.5145289908288557,0.6915983515378358,0.8305482084543196,0
Burundi,Bujumbura Rural,2000-06,5,15,1,79.92095371611633,2.1003133478972353,24.509213547839845,0.5853142977036276,0.7597932746858029,0.606906117515519,0
Burundi,Bujumbura Rural,2000-07,4,13,1,44.864098228610786,0.30573090523843105,21.427285664499248,0.6426261127319235,0.7141453127292144,0.8721882637216833,1
Burundi,Bujumbura Rural,2000-08,3,12,1,31.563786665163125,2.44665415812118,28.970598189928506,0.5683586624090246,0.523598575414841,0.49279346652907635,2
Burundi,Bujumbura Rural,2000-09,6,20,1,90.02667303910974,4.066716645225542,26.257165390675645,0.488187825504508,0.6692338646256545,0.32234677815805934,3
Burundi,Bujumbura Rural,2000-10,6,80,1,53.546403223157284,0.49376484340844184,22.87747964288537,0.5366296536233883,0.5039409998086949,0.38283685181001614,1
Burundi,Bujumbura Rural,2000-11,5,42,1,54.983339670899056,0.34795923698154485,26.76549019159262,0.4425557312569388,0.7647517112659032,0.43024225956889495,1
Burundi,Bujumbura Rural,2000-12,3,11,1,86.56388283698115,0.7681576019663333,29.18264212137186,0.3134491215588113,0.7032645879538406,0.6839818204702104,1
Burundi,Bujumbura Rural,2001-01,5,4,1,71.1246001880132,3.8220005569465303,26.55308500570692,0.6411034863859677,0.5507326140718788,0.4086527380166541,2
Burundi,Bujumbura Rural,2001-02,5,21,1,69.11775544163216,3.6199769207236896,24.639517107794887,0.4663113165837126,0.7168766128315353,0.5288991143730837,3
Burundi,Bujumbura Rural,2001-03,4,34,1,103.30004689802168,2.8250888445305526,26.32947881911047,0.49715915557361745,0.8593704012111958,0.7772320944813089,1
Burundi,Bujumbura Rural,2001-04,6,6,1,47.12963539239714,2.341132020463162,26.941570604095965,0.6950544568765913,0.6361963059110473,0.3748554090768315,2
Burundi,Bujumbura Rural,2001-05,4,11,1,78.55680256162475,4.44162907351311,21.211553212121753,0.6925078391363202,0.8929475064931867,0.3482880829807468,4
Burundi,Bujumbura Rural,2001-06,1,272,1,61.14026249794169,3.8334891191674125,26.57167514048792,0.4931554924999686,0.8837519626968671,0.6239821378268375,1
Burundi,Bujumbura Rural,2001-07,1,0,0,65.37184557726513,4.059711256509026,22.966978583565325,0.2169786310087331,0.8141239369825954,0.7188414115883079,2
Burundi,Bujumbura Rural,2001-08,3,13,1,90.56936852825064,4.066311506753271,28.97707785606329,0.39807376902242164,0.8255199911275821,0.8465719129764446,2
Burundi,Bujumbura Rural,2001-09,2,2,1,70.15671512579247,3.21358577372779,22.316872273239667,0.6686466400254445,0.664218144079937,0.6971860037779318,3
Burundi,Bujumbura Rural,2001-10,2,80,1,70.76592158099265,2.2900731215797294,30.03807661365281,0.3441532961880046,0.661016438118836,0.8677073266669608,2
Burundi,Bujumbura Rural,2001-11,5,7,1,81.45014674619604,4.323388762928252,25.772504792358177,0.6996343425981579,0.8817589433067972,0.44671562576920376,0
Burundi,Bujumbura Rural,2001-12,3,3,1,52.70094540914229,4.630037088016254,25.371072879683965,0.24215876342827625,0.6464784998214568,0.5050927610011036,1
Burundi,Bujumbura Rural,2002-01,4,0,0,43.21580665321987,0.11903021629171506,27.883363791905914,0.48405709050259355,0.5387491556292173,0.8035858070653961,0
Burundi,Bujumbura Rural,2002-02,4,6,1,39.10381611957933,0.2577743663312565,24.401896664329826,0.45772468008734707,0.561080435276506,0.7866322922635702,3
Burundi,Bujumbura Rural,2002-03,1,3,1,20.672868212479962,4.793716484542187,27.836237262390192,0.32767645668385004,0.7841595860771688,0.6989342155021143,0
Burundi,Bujumbura Rural,2002-04,2,18,1,101.12414259880644,1.385803069220974,24.80367367593489,0.67430356532255,0.6531923740358577,0.6036145835269148,5
Burundi,Bujumbura Rural,2002-05,3,80,1,37.93583268556634,4.366847198247093,25.32979646302569,0.5095856049986551,0.5797371358848771,0.31062683572028943,1
Burundi,Bujumbura Rural,2002-06,2,3,1,55.57492752828456,1.943975594807013,28.216062507987406,0.3151141417223381,0.8255144514732256,0.4682663744422794,1
Burundi,Bujumbura Rural,2002-07,6,33,1,54.463734002221585,0.595500288046778,23.584257798796852,0.3920240989191681,0.6954693962693169,0.39500250332373044,3
Burundi,Bujumbura Rural,2002-08,3,13,1,66.14813395618202,0.4022160010466713,23.20698809471293,0.5606147134410313,0.7270564819079137,0.33070489004927844,2
Burundi,Bujumbura Rural,2002-09,3,3,1,76.31474425078594,0.7825394954022824,27.744676522231025,0.3488483563481568,0.5615797418600426,0.7656478315465658,2
Burundi,Bujumbura Rural,2002-10,3,8,1,77.2094697671949,1.2494659743368235,26.919300442531846,0.6398031010305905,0.5771016805663757,0.3787872616522572,4
Burundi,Bujumbura Rural,2002-11,3,8,1,48.33845122862123,2.442591769654131,27.506078234428177,0.28283694897881206,0.5503424147895223,0.5144477356693189,2
Burundi,Bujumbura Rural,2002-12,5,15,1,56.65756572427177,3.5074895028289177,27.982917710164262,0.3322525449324243,0.7058171196937725,0.8864741264786569,1
Burundi,Bujumbura Rural,2003-02,1,6,1,65.65159900976599,4.9319928824265,27.172126661420943,0.27244930668305,0.8102628046909017,0.5454920552243915,2
Burundi,Bujumbura Rural,2003-03,1,5,1,55.02617747632906,2.2075337164458553,28.824277871901206,0.25208941937974916,0.7929140975525897,0.3849038335323556,4
Burundi,Bujumbura Rural,2003-04,1,10,1,92.14691152039985,2.5909247117155494,27.292308860935975,0.3501577117319634,0.6044923282088848,0.7138574258706083,3
Burundi,Bujumbura Rural,2003-05,1,4,1,69.81949903276502,2.609078506916278,20.978088300974093,0.6995893731677202,0.840620075162255,0.7859650247934251,0
Burundi,Bujumbura Rural,2003-06,2,1,1,74.69755572099635,2.69717177743968,21.756346216014435,0.24716470663083406,0.5422643392561654,0.46749041824329995,2
Burundi,Bujumbura Rural,2003-07,1,4,1,73.25762537334825,2.5887032855223113,32.78384754072625,0.30650109592364416,0.5456199880332445,0.7856106050002911,2
Burundi,Bujumbura Rural,2003-10,3,13,1,83.4694771497065,0.043873775309589136,27.00021560117659,0.335808399539001,0.8397217130416733,0.46291264723971026,2
Burundi,Bujumbura Rural,2003-12,1,0,0,63.62043117407414,0.008624110549203534,29.85072495515129,0.5095648422361019,0.5977678244703588,0.7158671028875823,1
Burundi,Bujumbura Rural,2004-03,2,5,1,34.063361040883066,0.4883315906306146,25.962888283118772,0.5726728482039263,0.7832463378560379,0.37488217172607924,0
Burundi,Bujumbura Rural,2004-04,1,2,1,67.99375903505283,0.5077830171458941,26.82595471681821,0.5759668374270228,0.5036318367686704,0.5566937692611788,2
Burundi,Bujumbura Rural,2004-07,2,15,1,46.97286212416342,3.5244845447739803,25.63990603718747,0.2043179909694156,0.5374404354476612,0.6122963670993338,4
Burundi,Bujumbura Rural,2004-08,1,22,1,49.42766636500487,1.0245801625799988,34.3977819943841,0.5259252293997325,0.7437154834889133,0.7351701464094835,3
Burundi,Bujumbura Rural,2004-11,1,189,1,71.72728037510187,4.473570523778064,27.759727267092426,0.5153684396835514,0.5729663819511618,0.6900187139265312,2
Burundi,Bujumbura Rural,2005-01,2,19,1,84.76566142867271,4.643031647885097,25.395426283481406,0.45882734094493854,0.5112854745251049,0.8120056800078943,1
Burundi,Bujumbura Rural,2005-02,3,16,1,60.425431534721234,4.879466689479494,22.04538085970943,0.3896042807018796,0.6867787026733292,0.41057464074695216,3
Burundi,Bujumbura Rural,2005-03,1,15,1,66.17666025197927,4.695406524435101,32.921200328207554,0.5987220987306149,0.6322081997114075,0.6967479293649576,2
Burundi,Bujumbura Rural,2005-04,1,0,0,94.04429889270476,1.3594416095926232,26.51016484431509,0.3719403977166761,0.8209027712332577,0.37665006139181106,2
Burundi,Bujumbura Rural,2005-06,1,3,1,64.81506358977137,2.5488842235175624,29.232687358684792,0.31500613605330063,0.8275315964413217,0.5868479526947572,4
Burundi,Bujumbura Rural,2005-08,1,4,1,112.0336622836079,0.877274850984705,29.567991870919638,0.3550475872838065,0.7457692484836795,0.6147345182433339,1
Burundi,Bujumbura Rural,2005-12,2,2,1,71.31019291263088,4.031048275862165,25.611508429708888,0.41982395856158294,0.617213498538581,0.31635805403192235,0
Burundi,Bujumbura Rural,2006-02,1,4,1,24.784744816883645,4.4421585257204805,29.01735832615847,0.3070286940013698,0.6846506605049802,0.3422140176077632,3
Burundi,Bujumbura Rural,2006-03,3,16,1,75.06683242209066,4.256444196487575,25.187585139745146,0.5037856231027432,0.7809024108418439,0.803563086581494,1
Burundi,Bujumbura Rural,2006-04,2,1,1,67.62316769765556,2.1668347434841744,24.028720913881752,0.6421046012559478,0.5277234212621207,0.472073014852065,2
Burundi,Bujumbura Rural,2006-05,2,4,1,85.79505508165491,3.793369423433905,30.493394077536635,0.4977300620810375,0.63299883533125,0.50768708984624,2
Burundi,Bujumbura Rural,2006-06,3,7,1,73.46362702539916,0.4878958478813472,26.525431860533402,0.42333415373869066,0.8289478803636687,0.6842437361450753,2
Burundi,Bujumbura Rural,2006-08,2,8,1,57.23088032032452,0.20122385309625346,28.555538500807966,0.5984343831124519,0.6624114168988071,0.4324287759002366,2
Burundi,Bujumbura Rural,2006-09,1,0,0,35.51403527421269,3.7661820715438044,28.232762981645312,0.5740193114372643,0.7498672045261864,0.41571754999128896,3
Burundi,Bujumbura Rural,2006-11,1,1,1,55.819534854279496,2.1267763716434187,28.913795880165868,0.3835290607653481,0.5385337476541081,0.552924617682591,1
Burundi,Bujumbura Rural,2008-03,2,0,0,42.989590915814,4.977746323697846,22.330389197395125,0.5020767353326809,0.8108183900736209,0.33539801606722625,0
Burundi,Bujumbura Rural,2008-05,2,0,0,48.389531003905546,0.486271079277662,25.24412840605089,0.5649214301589955,0.5401861959748968,0.8501821502433546,3
Burundi,Bujumbura Rural,2009-03,1,0,0,71.7715680884122,4.278138407676169,26.026574527510725,0.3227316290097205,0.8446101018011029,0.8640653348694172,1
Burundi,Bujumbura Rural,2009-12,1,0,0,93.39809008702812,2.3999153276449587,24.505563981295527,0.38313693954209493,0.5426404179558753,0.5689200986832086,2
Burundi,Bujumbura Rural,2010-07,1,2,1,67.89343059645962,4.135750977519385,28.287020544049163,0.25288803527498527,0.8563571052678707,0.42554364120887667,2
Burundi,Bururi,1997-01,3,3,1,36.08233875929631,4.085636410850724,30.56067923278769,0.6938401391534166,0.6455079496908593,0.5823447567866413,2
Burundi,Bururi,1997-02,2,3,1,68.89205336440281,4.579960006810387,31.035553966038893,0.2429388252115679,0.7498122927097235,0.3599599139572849,2
Burundi,Bururi,1997-04,1,143,1,83.93262973291303,1.4892500564305138,25.982385704370348,0.2843030625617887,0.8386202206553831,0.538678389890443,1
Burundi,Bururi,1997-06,2,41,1,47.804341913612355,4.7489967673100155,27.87589758737372,0.4399159748320699,0.5040965683962266,0.34419932921171414,4
Burundi,Bururi,1997-08,1,0,0,57.31965666654165,0.7583348017881014,28.336930513470296,0.6326359167722696,0.6062772645625218,0.7236994220880567,2
Burundi,Bururi,1997-09,1,3,1,60.29376389458394,0.40984388796745264,28.86376828261059,0.37794101147397974,0.8633353285170102,0.4654281300664369,2
Burundi,Bururi,1998-11,1,24,1,44.3020337383552,2.158077586861746,24.365594780782068,0.5842980737656729,0.6552704242339248,0.6123956899441689,1
Burundi,Bururi,1998-12,1,0,0,72.96560867687718,4.141614843209213,32.4617408047949,0.5380170366581181,0.7825503703190498,0.3081236101803866,3
Burundi,Bururi,1999-09,4,0,0,57.58103702784437,2.367105653167228,29.779560553039335,0.5193320385798395,0.5560048224614009,0.6147818774411988,5
Burundi,Bururi,1999-12,1,0,0,68.39064887814055,4.1464333876525705,29.857948031077324,0.62250862548342,0.7713486405645051,0.30196076265724625,1
Burundi,Bururi,2000-05,1,3,1,42.250156443958,3.648434028971526,30.61038017070119,0.20708514481431284,0.5292643982104173,0.8551153051236207,0
Burundi,Bururi,2000-07,1,0,0,51.25083399353179,1.0471419306946679,28.602407826797954,0.6645765192801958,0.7869300559058668,0.6006947361596999,2
Burundi,Bururi,2000-10,2,3,1,74.44762715655543,4.744408124497319,23.918059730847084,0.6146130901681466,0.6295219817547115,0.3600398974907567,2
Burundi,Bururi,2000-11,1,3,1,52.54333695816466,0.3039058431470171,26.58308180533468,0.6689336098259135,0.6863390623813066,0.5046328717111234,3
Burundi,Bururi,2000-12,1,1,1,94.53927702466811,4.4913985377189745,22.046839814814255,0.5967939419283435,0.5665040723868223,0.32764028005857987,0
Burundi,Bururi,2001-01,2,21,1,52.00727628770795,1.52221724495187,28.245217529097253,0.6392957037271362,0.7511396070936842,0.6185372596857531,0
Burundi,Bururi,2001-02,1,0,0,64.49369451503772,2.5007404158219964,26.49235902550336,0.3015390240997396,0.6350270515123895,0.373405929511465,4
Burundi,Bururi,2001-03,4,26,1,78.65181663746179,2.1117593635036727,26.878432849419205,0.35961453343852523,0.6533500024197426,0.5838645126676998,2
Burundi,Bururi,2001-04,2,10,1,31.632685341339368,0.8591727845845809,30.61200339025695,0.35761050673536543,0.7608771699816546,0.4833047302580729,1
Burundi,Bururi,2001-05,3,9,1,24.78382376038448,1.7907343320084657,25.629017884330622,0.2545833729390284,0.5715446644890203,0.7569500414940804,0
Burundi,Bururi,2001-06,6,14,1,29.486873708598104,0.9646721814639764,26.24363052368377,0.5647896276422953,0.8408035574288975,0.5893531696322802,2
Burundi,Bururi,2001-09,1,0,0,85.25168206854364,1.0194323773026193,27.06591988788965,0.2680854463435364,0.7957145622304883,0.8089111745127395,2
Burundi,Bururi,2001-10,1,3,1,48.96283708215107,0.9352841801319017,21.480023251759103,0.22625458303953033,0.7310920012552651,0.8648090273154536,4
Burundi,Bururi,2001-11,1,1,1,111.16398571336504,2.4450869017329713,26.20180903271399,0.5877234350275319,0.5513332268329795,0.8817149209541473,3
Burundi,Bururi,2001-12,2,3,1,48.71504802685223,3.989656837556578,19.54261526314145,0.6523315848659645,0.7748438777600983,0.45611781149738817,2
Burundi,Bururi,2002-04,1,1,1,63.69102606394074,2.844850168806205,25.243435314312784,0.5820616739825666,0.5072397488358105,0.7605412140020373,2
Burundi,Bururi,2002-08,1,0,0,90.84219905135751,4.466032942754209,29.56556716017848,0.6126761064159881,0.8217583206135776,0.5628664921767601,1
Burundi,Bururi,2002-11,1,8,1,100.12185776318246,3.182722442883621,28.341799674753208,0.4978108389153856,0.6215190787224367,0.5557038938043999,0
Burundi,Bururi,2002-12,1,0,0,101.23007153272795,3.446700578163022,25.21553906863777,0.6438731689573765,0.5468846202121385,0.8209382485455503,3
Burundi,Bururi,2009-04,1,0,0,84.16732461186285,3.3380361486350156,27.12239465467144,0.4483517411789275,0.5657955816224787,0.38740134194113884,3
Burundi,Cankuzo,2000-01,2,401,1,80.48125051622925,2.2472959659187057,23.775031298608784,0.6941613092437324,0.8852537594033603,0.5866861847736353,3
Burundi,Cankuzo,2000-02,2,0,0,71.85053898402366,3.446694111000414,26.992969790551438,0.25170752138472446,0.8095321671403324,0.6557299438282924,1
Burundi,Cankuzo,2000-03,3,25,1,75.56722152333276,0.3485387323448058,35.79096085647753,0.6045903533506919,0.5951487893345601,0.339674056246452,3
Burundi,Cankuzo,2000-04,2,0,0,48.97628567342933,4.2992573595783155,32.53740396111579,0.5206947080056377,0.8853864973851778,0.8187085525168727,2
Burundi,Cankuzo,2000-05,1,0,0,43.63602233155386,3.8890607172195866,27.157866390051783,0.4903230341105975,0.5560470682650174,0.48860346503623253,3
Burundi,Cankuzo,2000-06,2,4,1,59.93251085178096,1.226149791158394,27.480432494746122,0.5629052654305606,0.7934108847605765,0.6940917884316238,1
Burundi,Cankuzo,2000-07,1,0,0,56.59630754950143,3.8401622712704118,24.061304056096347,0.6201457653994243,0.7626958507409387,0.8568480009572996,1
Burundi,Cankuzo,2000-08,1,0,0,50.9354390134545,0.06321300700009247,24.594632676146848,0.6314420334202548,0.8285907089542307,0.7318528315802381,2
Burundi,Cankuzo,2000-09,1,0,0,73.92774894913431,1.086232862404402,28.08655296631408,0.2876904814719925,0.6526794882692823,0.8316063208556677,2
Burundi,Cankuzo,2000-10,1,0,0,79.10610417141021,0.3256861933544797,25.425322303090546,0.29851796487648463,0.6607341833243106,0.34172680932637217,2
Burundi,Cankuzo,2000-11,1,0,0,61.768137725836944,3.9011345830894735,29.712448784554745,0.20808325475679856,0.7498268073771159,0.595640804448442,5
Burundi,Cankuzo,2001-01,2,1,1,89.55060162110524,3.779370755891936,31.70905704293327,0.2659212288961364,0.6592823027860887,0.6388992754110107,6
Burundi,Cankuzo,2002-01,1,8,1,37.1662177173299,4.0681801190091536,27.997862354343116,0.33194124642496226,0.5165403570808847,0.7134233283804972,0
Burundi,Cankuzo,2002-02,1,5,1,56.12681081440564,0.022408466627644175,27.30521161751978,0.5605179112751414,0.7918832127246962,0.37011495237544134,2
Burundi,Cankuzo,2002-12,1,0,0,45.6635535879439,2.50616363339204,21.957661125268046,0.43788375450125505,0.7563784252220509,0.6940735680325636,2
Burundi,Cankuzo,2010-05,1,1,1,22.6692676585388,3.5241809875866825,29.24283073581615,0.5789517677920086,0.6694851251023924,0.3875961305216595,3
Burundi,Cibitoke,1997-01,2,300,1,58.34638628314602,0.7770056436950773,23.568986095382826,0.4432679239099453,0.6211318243520478,0.340567684327596,3
Burundi,Cibitoke,1997-04,1,5,1,57.56504983233433,3.2489536375631234,25.745972614099742,0.4777987264549841,0.6282903353309474,0.5815915247428277,1
Burundi,Cibitoke,1997-10,1,2,1,90.26899486484263,0.4205504965484286,29.878727677155403,0.25553329329679125,0.7964114494847186,0.6602251716130383,2
Burundi,Cibitoke,1997-12,1,3,1,72.61623369109554,0.9066292805215659,30.089274492927096,0.5882791423380163,0.7916643515918171,0.8748705766429574,1
Burundi,Cibitoke,1998-01,1,0,0,39.5162635134159,2.378984074973005,25.600477417949648,0.5790632660997774,0.8275673681365001,0.7191752564307798,1
Burundi,Cibitoke,1998-09,1,2,1,97.08185132668376,3.26782576340551,25.77325339524004,0.35378079584030975,0.8048721712944436,0.6548344568912146,3
Burundi,Cibitoke,2000-03,1,0,0,84.42067391050706,0.7293456347694804,24.902043380229983,0.3642890389002009,0.803177680842426,0.4287389405378539,2
Burundi,Cibitoke,2001-04,1,0,0,71.64195406937232,0.9261166541546895,23.40643876402227,0.30984072528656775,0.6007092936221726,0.39122662008879916,1
Burundi,Cibitoke,2001-05,1,0,0,55.47031802300336,1.022231835328315,25.095613553687276,0.6069198380180763,0.5406450218395056,0.6643639348618271,0
Burundi,Cibitoke,2001-06,1,0,0,40.81121526553041,1.1935040234948924,22.160609943255935,0.5735034009808901,0.8047009064144068,0.43376942361271986,1
Burundi,Cibitoke,2001-07,1,0,0,52.55586447857894,1.1327692426314562,29.049187744524794,0.5045738690921263,0.5394472078623012,0.7239630553242107,1
Burundi,Cibitoke,2001-08,3,7,1,81.77497239408372,1.9757455424881836,28.183570815485627,0.3194110515648487,0.8928445621179919,0.3686862551168844,3
Burundi,Cibitoke,2001-09,1,0,0,97.69172611869217,3.2689482541836146,28.68158785461154,0.28592666630687213,0.8500357069800029,0.503781494049121,1
Burundi,Cibitoke,2001-10,1,0,0,90.86487056544378,2.1901589156723484,24.136787848274572,0.22513442558730656,0.7133846407684749,0.7638520580650935,2
Burundi,Cibitoke,2001-11,6,13,1,50.223011564274515,3.879869543749441,23.41478830945483,0.22280574088925975,0.6408734260408646,0.7986222479336672,3
Burundi,Cibitoke,2001-12,3,6,1,37.607651334219774,3.5963425297430742,27.16054282294068,0.2935680699041635,0.7107372143789716,0.5071444641291044,0
Burundi,Cibitoke,2002-01,2,8,1,62.81772493822408,0.6326345702453784,27.192307694850676,0.2502662661616111,0.7937207332413483,0.4240319581108603,2
Burundi,Cibitoke,2002-02,1,4,1,24.63121268874297,0.24420811660371966,26.558190517461163,0.47805383646122146,0.8025319914242458,0.8749199166985457,0
